Date,Strategy,Strategy Equity,month
2006-08-31,-0.02105105662019507,1.1305190088138826,8
2006-09-30,-0.024269399114309934,1.1062496096995726,9
2006-10-31,-0.030208932072937615,1.0760406776266351,10
2006-11-30,0.016332551131230166,1.0923732287578651,11
2006-12-31,0.012536866857911298,1.1049100956157765,12
2007-01-31,0.0139611313073254,1.1188712269231018,1
2007-02-28,-0.022088337053376633,1.0967828898697252,2
2007-03-31,0.009930511784698505,1.1067134016544238,3
2007-04-30,0.04237984325324011,1.1490932449076638,4
2007-05-31,0.03203072385189627,1.18112396875956,5
2007-06-30,-0.017976943869676333,1.1631470248898839,6
2007-07-31,-0.03250447118036487,1.130642553709519,7
2007-08-31,0.012781539018930324,1.1434240927284494,8
2007-09-30,-0.03516829026279022,1.108255802465659,9
2007-10-31,0.0035705593618134447,1.1118263618274726,10
2007-11-30,-0.07552084005897793,1.0363055217684947,11
2007-12-31,0.008665949670829851,1.0449714714393243,12
2008-01-31,0.06311386420630857,1.108085335645633,1
2008-02-29,0.03537973959244792,1.143465075238081,2
2008-03-31,0.005977452826418597,1.1494425280644995,3
2008-04-30,-0.04645095190758514,1.1029915761569145,4
2008-05-31,-0.010617614807393823,1.0923739613495207,5
2008-06-30,0.08988355391782232,1.182257515267343,6
2008-07-31,0.00990829663377425,1.1921658119011171,7
2008-08-31,-0.012116759351493239,1.180049052549624,8
2008-09-30,0.09518076507694337,1.2752298176265673,9
2008-10-31,0.18563647388688267,1.46086629151345,10
2008-11-30,0.07779835731330523,1.5386646488267552,11
2008-12-31,-0.007791146673498197,1.530873502153257,12
2009-01-31,0.08954987959881705,1.620423381752074,1
2009-02-28,0.11645651319919031,1.7368798949512643,2
2009-03-31,-0.08195269356125523,1.654927201390009,3
2009-04-30,-0.08977221824360004,1.5651549831464089,4
2009-05-31,-0.051720577155173905,1.513434405991235,5
2009-06-30,-0.00019580809395326922,1.5132385978972818,6
2009-07-31,-0.07152194934301433,1.4417166485542676,7
2009-08-31,-0.04922773342361984,1.3924889151306477,8
2009-09-30,0.03510006736774643,1.4275889824983943,9
2009-10-31,-0.019959880197119702,1.4076291023012746,10
2009-11-30,0.055779076586737364,1.4634081788880118,11
2009-12-31,0.017614520350300027,1.481022699238312,12
2010-01-31,-0.037675123712194544,1.4433475755261174,1
2010-02-28,0.028114739741840457,1.4714623152679578,2
2010-03-31,0.05713281541639261,1.5285951306843504,3
2010-04-30,0.014651373006918173,1.5432465036912686,4
2010-05-31,-0.08553157288349092,1.4577149308077777,5
2010-06-30,0.10632186557661912,1.5640367963843969,6
2010-07-31,-0.06651579901085702,1.49752099737354,7
2010-08-31,0.04861182288741862,1.5461328202609583,8
2010-09-30,-0.08392847418803388,1.4622043460729246,9
2010-10-31,-0.03619305175049088,1.4260112943224337,10
2010-11-30,-0.024864904309712027,1.4011463900127217,11
2010-12-31,0.06325648750899822,1.46440287752172,12
2011-01-31,0.02239296981241226,1.486795847334132,1
2011-02-28,0.03145657676282474,1.518252424096957,2
2011-03-31,-0.0010478617545840608,1.5172045623423729,3
2011-04-30,0.028096938770245015,1.5453015011126179,4
2011-05-31,-0.013592919455283622,1.5317085816573344,5
2011-06-30,-0.01842618591193297,1.5132823957454011,6
2011-07-31,-0.021708355856664092,1.4915740398887372,7
2011-08-31,-0.08958905602380045,1.4019849838649368,8
2011-09-30,0.0744671007197858,1.4764520845847224,9
2011-10-31,-0.10230659176938846,1.374145492815334,10
2011-11-30,0.005071553722512612,1.3792170465378466,11
2011-12-31,-0.008496565407114371,1.3707204811307323,12
2012-01-31,-0.04266004446780694,1.3280604366629254,1
2012-02-29,-0.03978734467204472,1.2882730919908807,2
2012-03-31,0.030851475632996124,1.3191245676238768,3
2012-04-30,-0.007525699544988995,1.311598868078888,4
2012-05-31,-0.0646993081586246,1.2468995599202632,5
2012-06-30,-0.02410237374384191,1.2227971861764213,6
2012-07-31,-0.02117123047272295,1.2016259557036983,7
2012-08-31,0.019570609701871494,1.2211965654055699,8
2012-09-30,0.02394711879625469,1.2451436842018246,9
2012-10-31,-0.019987842358050453,1.225155841843774,10
2012-11-30,0.0028426724604567783,1.227998514304231,11
2012-12-31,-0.01997895801534178,1.2080195562888891,12
2013-01-31,-0.055662126246207345,1.1523574300426818,1
2013-02-28,0.010999927126354538,1.1633573571690363,2
2013-03-31,0.035355294329704814,1.1987126514987412,3
2013-04-30,0.01792416583665236,1.2166368173353934,4
2013-05-31,0.020550202383511296,1.2371870197189048,5
2013-06-30,-0.015112928770280054,1.2220740909486247,6
2013-07-31,0.04827772805178769,1.2703518190004124,7
2013-08-31,-0.03179826803794559,1.2385535509624668,8
2013-09-30,0.029315591366424767,1.2678691423288915,9
2013-10-31,0.04362997111283403,1.3114991134417255,10
2013-11-30,0.027663289773235285,1.339162403214961,11
2013-12-31,0.023289474482053197,1.362451877697014,12
2014-01-31,-0.03623140777601974,1.3262204699209943,1
2014-02-28,0.04221337507227577,1.36843384499327,2
2014-03-31,0.006908248426944001,1.375342093420214,3
2014-04-30,0.006181643365584467,1.3815237367857987,4
2014-05-31,0.020812196013357896,1.4023359327991565,5
2014-06-30,0.018878996713561053,1.4212149295127174,6
2014-07-31,-0.01519468763799161,1.4060202418747259,7
2014-08-31,0.03696364440798914,1.4429838862827151,8
2014-09-30,-0.015635436105289963,1.427348450177425,9
2014-10-31,0.022936398829564032,1.450284849006989,10
2014-11-30,0.02423747356330694,1.4745223225702961,11
2014-12-31,-0.004197384221126299,1.4703249383491697,12
2015-01-31,-0.03153277926642532,1.4387921590827444,1
2015-02-28,0.05343887632562741,1.4922310354083719,2
2015-03-31,-0.01754919743396316,1.4746818379744087,3
2015-04-30,0.008484722544635516,1.4831665605190443,4
2015-05-31,0.010436729675336988,1.4936032901943812,5
2015-06-30,-0.02123555887175886,1.4723677313226222,6
2015-07-31,0.02404115678407832,1.4964088881067006,7
2015-08-31,0.06462473099312407,1.5610336190998249,8
2015-09-30,0.026798730963462993,1.5878323500632878,9
2015-10-31,-0.0797193795433983,1.5081129705198895,10
2015-11-30,-0.0005047417068052475,1.5076082288130843,11
2015-12-31,0.017685658390257392,1.5252938872033415,12
2016-01-31,0.052067617305496625,1.577361504508838,1
2016-02-29,0.004136905514992644,1.5814984100238307,2
2016-03-31,-0.06390499028682929,1.5175934197370016,3
2016-04-30,-0.0026957614511554547,1.5148976582858462,4
2016-05-31,-0.01520836681052396,1.4996892914753222,5
2016-06-30,-0.0761151420367365,1.4235741494385856,6
2016-07-31,0.03416170395963566,1.4577358533982212,7
2016-08-31,-0.0012199867803524733,1.4565158666178688,8
2016-09-30,-0.001235213701753262,1.4552806529161155,9
2016-10-31,-0.01961683704347301,1.4356638158726425,10
2016-11-30,0.03360354504443427,1.4692673609170768,11
2016-12-31,0.01803711129927904,1.4873044722163558,12
2017-01-31,0.017726314621062517,1.5050307868374184,1
2017-02-28,0.03652300073827648,1.5415537875756948,2
2017-03-31,-0.00038927289213149733,1.5411645146835633,3
2017-04-30,0.009050132478198662,1.550214647161762,4
2017-05-31,0.011509759110980514,1.5617244062727424,5
2017-06-30,0.004802226040503766,1.5665266323132463,6
2017-07-31,0.019164017547100825,1.585690649860347,7
2017-08-31,0.0005462837796947539,1.5862369336400417,8
2017-09-30,0.01911903935235517,1.605355972992397,9
2017-10-31,0.021945560031841994,1.627301533024239,10
2017-11-30,0.027695541046634582,1.6549970740708737,11
2017-12-31,0.009783614574871438,1.664780688645745,12
2018-01-31,0.05465739835832845,1.7194380870040735,1
2018-02-28,-0.03972610759808425,1.6797119794059894,2
2018-03-31,-0.02725249736694011,1.652459482039049,3
2018-04-30,0.0027150858118246708,1.6551745678508738,4
2018-05-31,0.02137819118306604,1.6765527590339397,5
2018-06-30,0.004830749386570477,1.6813835084205104,6
2018-07-31,0.03538795073752459,1.7167714591580348,7
2018-08-31,0.02981431452438233,1.7465857736824173,8
2018-09-30,0.0042850932863336385,1.750870866968751,9
2018-10-31,-0.07192934595429698,1.6789415210144538,10
2018-11-30,0.00030863707427520454,1.679250158088729,11
2018-12-31,0.09626521985789886,1.7755153779466277,12
2019-01-31,-0.07574215198675605,1.6997732259598717,1
2019-02-28,-0.02929555336540242,1.6704776725944694,2
2019-03-31,-0.017765510890228813,1.6527121617042404,3
2019-04-30,-0.004281238801647062,1.6484309229025933,4
2019-05-31,-0.06804089408287378,1.5803900288197197,5
2019-06-30,0.0666583015630264,1.6470483303827461,6
2019-07-31,0.013042724833705124,1.6600910552164514,7
2019-08-31,-0.018257281743262438,1.6418337734731887,8
2019-09-30,0.017035250591071922,1.6588690240642607,9
2019-10-31,0.02022584215331761,1.6790948662175782,10
2019-11-30,0.03348026607137807,1.7125751322889564,11
2019-12-31,0.028188756298541968,1.7407638885874985,12
